id,name,nationality,sex,date_of_birth,height,weight,sport,gold,silver,bronze,total,year,age
10189,Sven Knipphals,GER,male,9/20/1985,1.89,88,athletics,0,0,0,0,1985,31
10190,Sven Maresch,GER,male,1/19/1987,1.73,83,judo,0,0,0,0,1987,29
10191,Sven Martin Skagestad,NOR,male,1/13/1995,1.775,76,athletics,0,0,0,0,1995,21
10192,Sven Riederer,SUI,male,3/27/1981,1.82,69,triathlon,0,0,0,0,1981,35
10193,Svenja Huth,GER,female,1/25/1991,1.63,54,football,1,0,0,1,1991,25
10194,Svetlana Chimrova,RUS,female,4/15/1996,1.73,61,aquatics,0,0,0,0,1996,20
10195,Svetlana Germanovich,KAZ,female,9/21/1986,1.76,67,rowing,0,0,0,0,1986,30
10196,Svetlana Golendova,KAZ,female,7/25/1993,1.65,46,athletics,0,0,0,0,1993,23
10197,Svetlana Kolesnichenko,RUS,female,9/20/1993,1.71,54,aquatics,1,0,0,1,1993,23
10198,Svetlana Kuznetsova,RUS,female,6/27/1985,1.74,73,tennis,0,0,0,0,1985,31
10199,Svetlana Radzivil,UZB,female,1/17/1987,1.86,61,athletics,0,0,0,0,1987,29
10200,Svetlana Romashina,RUS,female,9/21/1989,1.73,55,aquatics,2,0,0,2,1989,27
10201,Sviatlana Kudzelich,BLR,female,5/7/1987,1.7,51,athletics,0,0,0,0,1987,29
10202,Svitlana Akhadova,UKR,female,5/10/1993,1.7,69,canoe,0,0,0,0,1993,23
10203,Svitlana Iaromka,UKR,female,4/9/1989,1.62,78,judo,0,0,0,0,1989,27
10204,Svitlana Stanko-Klymenko,UKR,female,5/13/1976,1.65,66.5,athletics,0,0,0,0,1976,40
10205,Swe Li Myint Myint,MYA,female,6/24/1993,1.68,55,athletics,0,0,0,0,1993,23
10206,Sydney McLaughlin,USA,female,8/7/1999,1.76,59,athletics,0,0,0,0,1999,17
10207,Sydney Pickrem,CAN,female,5/21/1997,1.68,57,aquatics,0,0,0,0,1997,19
10208,Sylvia Fowles,USA,female,10/6/1985,1.98,90,basketball,1,0,0,1,1985,31
10209,Sylwester Bednarek,POL,male,4/28/1989,1.94,78,athletics,0,0,0,0,1989,27
10210,Sylwia Bogacka,POL,female,10/3/1981,1.62,57,shooting,0,0,0,0,1981,35
10211,Szandra Szogedi,GHA,female,10/19/1988,1.58,63,judo,0,0,0,0,1988,28
10212,Szu-Yu Chen,TPE,female,8/1/1993,1.62,58,table tennis,0,0,0,0,1993,23
10213,Szymon Staskiewicz,POL,male,1/3/1987,1.86,80,modern pentathlon,0,0,0,0,1987,29
10214,Tabata de Carvalho,BRA,female,4/23/1996,1.71,61,athletics,0,0,0,0,1996,20
10215,Tabea Alt,GER,female,3/18/2000,1.58,50,gymnastics,0,0,0,0,2000,16
10216,Tabea Kemme,GER,female,12/14/1991,1.7,56,football,1,0,0,1,1991,25
10217,Taciana Lima,GBS,female,12/17/1983,1.64,48,judo,0,0,0,0,1983,33
10218,Tadas Suskevicius,LTU,male,5/22/1985,1.77,64,athletics,0,0,0,0,1985,31
10219,Tadesse Abraham,SUI,male,8/12/1982,1.78,61,athletics,0,0,0,0,1982,34
10220,Taehoon Lee,KOR,male,5/18/1986,1.8,74,sailing,0,0,0,0,1986,30
10221,Taehun Kim,KOR,male,8/15/1994,1.82,59,taekwondo,0,0,1,1,1994,22
10222,Taehwan Park,KOR,male,9/27/1989,1.83,73,aquatics,0,0,0,0,1989,27
10223,Tafese Seboka,ETH,male,9/29/1993,1.77,66,athletics,0,0,0,0,1993,23
10224,Tagir Khaibulaev,RUS,male,7/24/1984,1.82,100,judo,0,0,0,0,1984,32
10225,Taha Akgul,TUR,male,11/22/1990,1.92,125,wrestling,1,0,0,1,1990,26
10226,Tahesia Harrigan-Scott,IVB,female,2/15/1982,1.58,56,athletics,0,0,0,0,1982,34
10227,Tahir Guelec,GER,male,2/25/1993,1.91,82,taekwondo,0,0,0,0,1993,23
10228,Tahir Walsh,ANT,male,2/24/1994,1.82,91,athletics,0,0,0,0,1994,22
10229,Taimuraz Friev Naskidaeva,ESP,male,9/15/1986,1.76,84,wrestling,0,0,0,0,1986,30
10230,Taina Halasima,TGA,female,12/11/1997,1.63,65,athletics,0,0,0,0,1997,19
10231,Taina Paixao,BRA,female,11/29/1991,1.71,69,basketball,0,0,0,0,1991,25
10232,Tairat Bunsuk,THA,male,1/11/1993,1.61,69,weightlifting,0,0,0,0,1993,23
10233,Tais Balconi,BRA,female,4/11/1991,1.64,63,rugby sevens,0,0,0,0,1991,25
10234,Tais Rochel,BRA,female,10/16/1983,1.65,61,fencing,0,0,0,0,1983,33
10235,Taiwo Awoniyi,NGR,male,8/12/1997,1.82,71,football,0,0,0,0,1997,19
10236,Taizo Sugitani,JPN,male,6/27/1976,1.7,63,equestrian,0,0,0,0,1976,40
10237,Takaharu Furukawa,JPN,male,8/9/1984,1.74,89,archery,0,0,0,0,1984,32
10238,Takamasa Kitagawa,JPN,male,9/5/1996,1.77,69,athletics,0,0,0,0,1996,20
10239,Takanori Nagase,JPN,male,10/14/1993,1.81,81,judo,0,0,1,1,1993,23
10240,Takashi Eto,JPN,male,2/5/1991,1.83,67,athletics,0,0,0,0,1991,25
10241,Takayuki Tanii,JPN,male,2/14/1983,1.67,57,athletics,0,0,0,0,1983,33
10242,Takeshi Matsuda,JPN,male,6/23/1984,1.84,84,aquatics,0,0,1,1,1984,32
10243,Takuma Asano,JPN,male,11/10/1994,1.71,70,football,0,0,0,0,1994,22
10244,Takumi Minamino,JPN,male,1/16/1995,1.74,67,football,0,0,0,0,1995,21
10245,Takuro Fujii,JPN,male,4/21/1985,1.84,82,aquatics,0,0,0,0,1985,31
10246,Takuya Haneda,JPN,male,7/17/1987,1.75,70,canoe,0,0,1,1,1987,29
10247,Takuya Iwanami,JPN,male,6/18/1994,1.86,72,football,0,0,0,0,1994,22
10248,Talent Mandaza,ZIM,female,12/11/1985,1.58,60,football,0,0,0,0,1985,31
10249,Tales Cerdeira,BRA,male,1/21/1987,1.665,67,aquatics,0,0,0,0,1987,29
10250,Talgat Ilyasov,AUS,male,2/25/1981,1.75,74,wrestling,0,0,0,0,1981,35
10251,Taliqua Clancy,AUS,female,6/25/1992,1.84,68,volleyball,0,0,0,0,1992,24
10252,Talisa Lanoe,KEN,female,7/25/1994,1.67,50,aquatics,0,0,0,0,1994,22
10253,Talita Baqlah,JOR,female,10/27/1995,1.72,62,aquatics,0,0,0,0,1995,21
10254,Talita Marie Te Flan,CIV,female,6/2/1995,1.76,63,aquatics,0,0,0,0,1995,21
10255,Talita Rocha,BRA,female,8/29/1982,1.81,64,volleyball,0,0,0,0,1982,34
10256,Talles Frederico Silva,BRA,male,8/20/1991,1.9,78,athletics,0,0,0,0,1991,25
10257,Tamara Csipes,HUN,female,8/24/1989,1.76,78,canoe,1,0,0,1,1989,27
10258,Tamara Echegoyen Dominguez,ESP,female,2/17/1984,1.74,70,sailing,0,0,0,0,1984,32
10259,Tamara Horacek,FRA,female,11/5/1995,1.79,80,handball,0,1,0,1,1995,21
10260,Tamara Radocaj,SRB,female,12/23/1987,1.7,60,basketball,0,0,1,1,1987,29
10261,Tamara Salaski,SRB,female,10/16/1988,1.65,54,athletics,0,0,0,0,1988,28
10262,Tamara Tatham,CAN,female,8/19/1985,1.85,79,basketball,0,0,0,0,1985,31
10263,Tamara Vega,MEX,female,3/15/1993,1.59,59,modern pentathlon,0,0,0,0,1993,23
10264,Tamas Decsi,HUN,male,10/15/1982,1.78,82,fencing,0,0,0,0,1982,34
10265,Tamas Kenderesi,HUN,male,12/13/1996,1.86,75,aquatics,0,0,1,1,1996,20
10266,Tamas Lorincz,HUN,male,12/20/1986,1.72,75,wrestling,0,0,0,0,1986,30
10267,Tamas Somoracz,HUN,male,4/11/1992,1.95,92,canoe,0,0,0,0,1992,24
10268,Tamas Toth,HUN,male,5/29/1989,1.75,65,triathlon,0,0,0,0,1989,27
10269,Tameka Butt,AUS,female,6/16/1991,1.58,55,football,0,0,0,0,1991,25
10270,Tameka Williams,SKN,female,8/31/1989,1.715,66,athletics,0,0,0,0,1989,27
10271,Tamika Catchings,USA,female,7/21/1979,1.85,77,basketball,1,0,0,1,1979,37
10272,Tamila Holub,POR,female,5/15/1999,1.75,62,aquatics,0,0,0,0,1999,17
10273,Tamirat Tola,ETH,male,8/11/1991,1.81,59,athletics,0,0,1,1,1991,25
10274,Tamires,BRA,female,10/10/1987,1.61,54,football,0,0,0,0,1987,29
10275,Tamires Lima de Araujo,BRA,female,5/16/1994,1.8,77,handball,0,0,0,0,1994,22
10276,Tammy Takagi,BRA,female,3/11/1991,1.61,59,aquatics,0,0,0,0,1991,25
10277,Tamsin Cook,AUS,female,12/25/1998,1.7,61,aquatics,0,1,0,1,1998,18
10278,Tan Tai Hoang,VIE,male,3/30/1990,1.65,84,weightlifting,0,0,0,0,1990,26
10279,Tanel Kangert,EST,male,3/11/1987,1.78,66,cycling,0,0,0,0,1987,29
10280,Tanel Laanmae,EST,male,9/29/1989,1.83,95,athletics,0,0,0,0,1989,27
10281,Tanguy Cosyns,BEL,male,6/29/1991,1.74,70,hockey,0,1,0,1,1991,25
10282,Tania Arrayales,MEX,female,8/1/1996,1.58,53,fencing,0,0,0,0,1996,20
10283,Tania Cagnotto,ITA,female,5/15/1985,1.6,53,aquatics,0,1,1,2,1985,31
10284,Tania Calvo Barbero,ESP,female,6/26/1992,1.66,64,cycling,0,0,0,0,1992,24
10285,Tania di Mario,ITA,female,5/4/1979,1.68,62,aquatics,0,1,0,1,1979,37
10286,Tanja Frank,AUT,female,1/24/1993,1.67,57,sailing,0,0,1,1,1993,23
10287,Tanja Kylliainen,FIN,female,1/30/1993,1.55,57,aquatics,0,0,0,0,1993,23
10288,Tanja Perec,CRO,female,6/8/1992,1.66,85,shooting,0,0,0,0,1992,24
10289,Tanja Zakelj,SLO,female,9/15/1988,1.59,56,cycling,0,0,0,0,1988,28
10290,Tanumafili Malietoa Jungblut,ASA,male,6/10/1990,1.88,93,weightlifting,0,0,0,0,1990,26
10291,Tanya Acosta,ARG,female,3/11/1991,1.82,70,volleyball,0,0,0,0,1991,25
10292,Tanya Holliday,AUS,female,9/21/1988,1.67,52,athletics,0,0,0,0,1988,28
10293,Tanya Seymour,RSA,female,11/5/1983,1.65,57,equestrian,0,0,0,0,1983,33
10294,Tanyaporn Prucksakorn,THA,female,1/8/1990,1.68,70,shooting,0,0,0,0,1990,26
10295,Tao Tian,CHN,male,4/8/1994,1.72,85,weightlifting,0,1,0,1,1994,22
10296,Taoufik Makhloufi,ALG,male,4/29/1988,1.7,67,athletics,0,2,0,2,1988,28
10297,Tapio Nirkko,FIN,male,8/24/1984,1.94,96,sailing,0,0,0,0,1984,32
10298,Tara Pacheco van Rijnsoever,ESP,female,10/3/1988,1.67,63,sailing,0,0,0,0,1988,28
10299,Tara Whitten,CAN,female,7/13/1980,1.66,67,cycling,0,0,0,0,1980,36
10300,Taras Mishchuk,UKR,male,7/22/1995,1.87,85,canoe,0,0,1,1,1995,21
10301,Tarasue Barnett,JAM,female,9/10/1993,1.78,81,athletics,0,0,0,0,1993,23
10302,Tarek Ayad,EGY,male,5/29/1987,1.8,75,fencing,0,0,0,0,1987,29
10303,Tarek Aziz Benaissa,ALG,male,4/7/1991,1.7,66,wrestling,0,0,0,0,1991,25
10304,Tarik Langat Akdag,TUR,male,6/16/1988,1.76,60,athletics,0,0,0,0,1988,28
10305,Tariq Ahmed Al-Amri,KSA,male,12/23/1990,1.65,49,athletics,0,0,0,0,1990,26
10306,Taro Daniel,JPN,male,1/27/1993,1.91,76,tennis,0,0,0,0,1993,23
10307,Taru Kuoppa,FIN,female,11/14/1983,1.73,63,archery,0,0,0,0,1983,33
10308,Taryn Suttie,CAN,female,12/7/1990,1.83,103,athletics,0,0,0,0,1990,26
10309,Tasa Jiya,NED,female,9/16/1997,1.84,68,athletics,0,0,0,0,1997,19
10310,Tasama Moogas,ISR,male,2/2/1988,1.64,53,athletics,0,0,0,0,1988,28
10311,Tashreeq Morris,RSA,male,5/13/1994,1.89,74,football,0,0,0,0,1994,22
10312,Tatenda Tsumba,ZIM,male,11/12/1991,1.83,79,athletics,0,0,0,0,1991,25
10313,Tatiana Ariza,COL,female,2/21/1991,1.61,52,football,0,0,0,0,1991,25
10314,Tatiana Barsuk,RUS,female,2/22/1985,1.7,66,shooting,0,0,0,0,1985,31
10315,Tatiana Chisca,MDA,female,7/19/1995,1.75,60,aquatics,0,0,0,0,1995,21
10316,Tatiana Drozdovskaya,BLR,female,12/6/1978,1.75,69,sailing,0,0,0,0,1978,38
10317,Tatiana Erokhina,RUS,female,9/7/1984,1.85,73,handball,1,0,0,1,1984,32
10318,Tatiana Guderzo,ITA,female,8/22/1984,1.6,55,cycling,0,0,0,0,1984,32
10319,Tatiana Kosheleva,RUS,female,12/23/1988,1.91,67,volleyball,0,0,0,0,1988,28
10320,Tatiana Logunova,RUS,female,7/3/1980,1.74,62,fencing,0,0,1,1,1980,36
10321,Tatiana Soledad Rizzo,ARG,female,12/30/1986,1.78,64,volleyball,0,0,0,0,1986,30
10322,Tatiane Pacheco,BRA,female,10/16/1990,1.81,69,basketball,0,0,0,0,1990,26
10323,Tatiele Roberta de Carvalho,BRA,female,11/22/1989,1.56,50,athletics,0,0,0,0,1989,27
10324,Tatjana Djekanovic,BIH,female,2/25/1997,1.68,54,shooting,0,0,0,0,1997,19
10325,Tatjana Pinto,GER,female,7/2/1992,1.7,56,athletics,0,0,0,0,1992,24
10326,Tatsiana Khaladovich,BLR,female,6/21/1991,1.81,83,athletics,0,0,0,0,1991,25
10327,Tatsiana Korzh,BLR,female,3/17/1993,1.75,75,athletics,0,0,0,0,1993,23
10328,Tatsiana Kukhta,BLR,female,6/13/1990,1.85,77,rowing,0,0,0,0,1990,26
10329,Tatsiana Likhtarovich,BLR,female,3/29/1988,1.8,67,basketball,0,0,0,0,1988,28
10330,Tatsiana Piatrenia,BLR,female,10/18/1981,1.65,52,gymnastics,0,0,0,0,1981,35
10331,Tatsiana Sharakova,BLR,female,7/31/1984,1.6,52,cycling,0,0,0,0,1984,32
10332,Tatyana Troina,BLR,female,6/30/1981,1.88,78,basketball,0,0,0,0,1981,35
10333,Tavis Bailey,USA,male,1/6/1992,1.91,124,athletics,0,0,0,0,1992,24
10334,Tawin Hanprab,THA,male,8/1/1998,1.81,58,taekwondo,0,1,0,1,1998,18
10335,Taybe Mustafa Yusein,BUL,female,5/4/1991,1.63,63,wrestling,0,0,0,0,1991,25
10336,Taylor Curran,CAN,male,5/19/1992,1.83,80,hockey,0,0,0,0,1992,24
10337,Taylor Ellis-Watson,USA,female,5/6/1993,1.83,70,athletics,1,0,0,1,1993,23
10338,Taylor Madison Ruck,CAN,female,5/28/2000,1.83,60,aquatics,0,0,2,2,2000,16
10339,Taylor McKeown,AUS,female,3/17/1995,1.78,65,aquatics,0,1,0,1,1995,21
10340,Taylor Milne,CAN,male,9/14/1981,1.65,60,athletics,0,0,0,0,1981,35
10341,Taylor Phinney,USA,male,6/27/1990,1.96,81,cycling,0,0,0,0,1990,26
10342,Taylor Sander,USA,male,3/17/1992,1.96,80,volleyball,0,0,1,1,1992,24
10343,Taylor Worth,AUS,male,1/8/1991,1.74,60,archery,0,0,1,1,1991,25
10344,Teau McKenzie,COK,female,3/12/1995,1.83,67,sailing,0,0,0,0,1995,21
10345,Tebogo Moerane,RSA,male,4/7/1995,1.67,64,football,0,0,0,0,1995,21
10346,Teddy Atine - Venel,FRA,male,3/16/1985,1.84,77,athletics,0,0,0,0,1985,31
10347,Teddy Riner,FRA,male,4/7/1989,2.03,139,judo,1,0,0,1,1989,27
10348,Tega Odele,NGR,male,12/6/1995,1.88,80,athletics,0,0,0,0,1995,21
10349,Teja Belak,SLO,female,4/22/1994,1.57,48,gymnastics,0,0,0,0,1994,22
10350,Teliana Pereira,BRA,female,7/20/1988,1.67,62,tennis,0,0,0,0,1988,28
10351,Telma Monteiro,POR,female,12/27/1985,1.61,57,judo,0,0,1,1,1985,31
10352,Telma Santos,POR,female,8/1/1983,1.63,55,badminton,0,0,0,0,1983,33
10353,Temuujin Purevjav,MGL,male,6/2/1994,1.73,63,taekwondo,0,0,0,0,1994,22
10354,Temuulen Battulga,MGL,male,10/7/1988,1.83,124,judo,0,0,0,0,1988,28
10355,Teodorico Caporaso,ITA,male,9/14/1987,1.7,55,athletics,0,0,0,0,1987,29
10356,Teofilo Gutierrez,COL,male,5/17/1985,1.8,82,football,0,0,0,0,1985,31
10357,Teofimo Andres Lopez Rivera,HON,male,7/30/1997,1.76,67,boxing,0,0,0,0,1997,19
10358,Teona Bostashvili,GEO,female,1/19/1998,1.64,52,aquatics,0,0,0,0,1998,18
10359,Teray Smith,BAH,male,9/28/1994,1.88,63.5,athletics,0,0,0,0,1994,22
10360,Teresa Frassinetti,ITA,female,12/24/1985,1.78,75,aquatics,0,1,0,1,1985,31
10361,Teresa Lu,TPE,female,10/13/1987,1.64,57,golf,0,0,0,0,1987,29
10362,Teresa Patricia Almeida,ANG,female,4/5/1988,1.7,98,handball,0,0,0,0,1988,28
10363,Teresa Portela,POR,female,10/30/1987,1.62,63,canoe,0,0,0,0,1987,29
10364,Teresa Portela Rivas,ESP,female,5/5/1982,1.72,69,canoe,0,0,0,0,1982,34
10365,Tereza Master,MAW,female,9/21/1988,1.49,45,athletics,0,0,0,0,1988,28
10366,Terina Te Tamaki,NZL,female,5/1/1997,1.65,67,rugby sevens,0,1,0,1,1997,19
10367,Tero Pitkamaki,FIN,male,12/19/1982,1.95,94,athletics,0,0,0,0,1982,34
10368,Tero Seppo Vaelimaeki,FIN,male,3/21/1982,1.7,73,wrestling,0,0,0,0,1982,34
10369,Terry Bouhraoua,FRA,male,8/29/1987,1.69,65,rugby sevens,0,0,0,0,1987,29
10370,Teruya Goto,JPN,male,12/18/1991,1.77,82,rugby sevens,0,0,0,0,1991,25
10371,Teruyoshi Akiyama,JPN,male,12/25/1971,1.68,65,shooting,0,0,0,0,1971,45
10372,Tervel Ivaylov Dlagnev,USA,male,11/19/1985,1.88,122,wrestling,0,0,0,0,1985,31
10373,Tesfaye Abera,ETH,male,3/31/1992,1.92,68,athletics,0,0,0,0,1992,24
10374,Tess Oliveira,BRA,female,1/6/1987,1.65,58,aquatics,0,0,0,0,1987,29
10375,Tess Wester,NED,female,5/19/1993,1.78,70,handball,0,0,0,0,1993,23
10376,Tessa Gobbo,USA,female,12/8/1990,1.86,81,rowing,1,0,0,1,1990,26
10377,Tessa Lavey,AUS,female,3/29/1993,1.72,68,basketball,0,0,0,0,1993,23
10378,Tessa van Schagen,NED,female,2/2/1994,1.68,62,athletics,0,0,0,0,1994,22
10379,Tessie Savelkouls,NED,female,3/11/1992,1.82,95,judo,0,0,0,0,1992,24
10380,Tetiana Melnyk,UKR,female,4/2/1995,1.85,63,athletics,0,0,0,0,1995,21
10381,Tetyana Bilenko,UKR,female,11/23/1983,1.78,67,table tennis,0,0,0,0,1983,33
10382,Tetyana Kob,UKR,female,10/25/1987,1.61,71.5,boxing,0,0,0,0,1987,29
10383,Tewelde Estifanos,ERI,male,11/2/1981,1.785,76,athletics,0,0,0,0,1981,35
10384,Teymur Mammadov,AZE,male,1/11/1993,1.96,80.5,boxing,0,0,0,0,1993,23
10385,Teymuraz Gabashvili,RUS,male,5/23/1985,1.87,85,tennis,0,0,0,0,1985,31
10386,Thabiso Kutumela,RSA,male,7/1/1993,1.75,68,football,0,0,0,0,1993,23
10387,Thadius Katua,PNG,male,11/4/1997,1.67,64,boxing,0,0,0,0,1997,19
10388,Thais Guedes,BRA,female,1/20/1993,1.64,60,football,0,0,0,0,1993,23
10389,Thaisa,BRA,female,12/17/1988,1.66,59,football,0,0,0,0,1988,28
10390,Thaisa Menezes,BRA,female,5/15/1987,1.96,75,volleyball,0,0,0,0,1987,29
10391,Thanackal Gopi,IND,male,5/24/1988,1.66,56,athletics,0,0,0,0,1988,28
10392,Thanasi Kokkinakis,AUS,male,4/10/1996,1.96,82,tennis,0,0,0,0,1996,20
10393,Thanh An Vu,VIE,male,8/7/1992,1.85,80,fencing,0,0,0,0,1992,24
10394,Thanh Ngung Nguyen,VIE,male,4/8/1992,1.65,55,athletics,0,0,0,0,1992,24
10395,Thapelo Morena,RSA,male,8/6/1993,1.7,62,football,0,0,0,0,1993,23
10396,Thea Lafond,DMA,female,4/5/1994,1.73,65,athletics,0,0,0,0,1994,22
10397,Thembi Kgatlana,RSA,female,5/2/1996,1.56,50,football,0,0,0,0,1996,20
10398,Theo Bos,NED,male,8/22/1983,1.9,85,cycling,0,0,0,0,1983,33
10399,Theo Bussiere,FRA,male,1/18/1995,1.9,90,aquatics,0,0,0,0,1995,21
10400,Theo Piniau,PNG,male,6/8/1993,1.72,59,athletics,0,0,0,0,1993,23
10401,Theo Reinhardt,GER,male,9/17/1990,1.77,68,cycling,0,0,0,0,1990,26
10402,Theo van de Vendel,NED,male,10/24/1980,1.76,73,equestrian,0,0,0,0,1980,36
10403,Theodora Drakou,GRE,female,2/6/1992,1.69,67,aquatics,0,0,0,0,1992,24
10404,Theodoros Iakovidis,GRE,male,2/12/1991,1.81,85,weightlifting,0,0,0,0,1991,25
10405,Theophile Onfroy,FRA,male,12/29/1992,1.89,82,rowing,0,0,0,0,1992,24
10406,Theorine Christelle Aboa Mbeza,CMR,female,8/25/1992,1.82,78,volleyball,0,0,0,0,1992,24
10407,Theresa Fitzpatrick,NZL,female,2/25/1995,1.68,75,rugby sevens,0,1,0,1,1995,21
10408,Therese Alshammar,SWE,female,8/26/1977,1.8,64,aquatics,0,0,0,0,1977,39
10409,Thery Schir,SUI,male,2/18/1993,1.86,77,cycling,0,0,0,0,1993,23
10410,Thi Anh Do,VIE,female,2/9/1996,1.65,58,fencing,0,0,0,0,1996,20
10411,Thi Ha Thanh Phan,VIE,female,10/16/1991,1.63,48,gymnastics,0,0,0,0,1991,25
10412,Thi Hang Vu,VIE,female,5/25/1992,1.58,47,wrestling,0,0,0,0,1992,24
10413,Thi Huyen Nguyen,VIE,female,5/19/1993,1.58,45,athletics,0,0,0,0,1993,23
10414,Thi Huyen Vuong,VIE,female,6/22/1992,1.55,48,weightlifting,0,0,0,0,1992,24
10415,Thi Le Dung Nguyen,VIE,female,9/9/1985,1.68,55,fencing,0,0,0,0,1985,31
10416,Thi Lua Nguyen,VIE,female,7/24/1991,1.65,53,wrestling,0,0,0,0,1991,25
10417,Thi Nhu Hoa Nguyen,VIE,female,2/21/1984,1.7,60,fencing,0,0,0,0,1984,32
10418,Thi Trang (b) Vu,VIE,female,5/19/1992,1.63,58,badminton,0,0,0,0,1992,24
10419,Thiago Andre,BRA,male,8/4/1995,1.63,52,athletics,0,0,0,0,1995,21
10420,Thiago Bomfim,BRA,male,9/21/1990,1.93,84,hockey,0,0,0,0,1990,26
10421,Thiago Braz da Silva,BRA,male,12/16/1993,1.83,75,athletics,1,0,0,1,1993,23
10422,Thiago Maia,BRA,male,3/23/1997,1.78,69,football,1,0,0,1,1997,19
10423,Thiago Pereira,BRA,male,1/26/1986,1.87,83,aquatics,0,0,0,0,1986,30
10424,Thiago Simon,BRA,male,4/3/1990,1.84,93,aquatics,0,0,0,0,1990,26
10425,Thiagus dos Santos,BRA,male,1/25/1989,1.98,104,handball,0,0,0,0,1989,27
10426,Thibault Colard,FRA,male,1/13/1992,1.87,70,rowing,0,0,1,1,1992,24
10427,Thibault Rossard,FRA,male,8/28/1993,1.93,85,volleyball,0,0,0,0,1993,23
10428,Thibaut Amani Danho,CIV,male,1/15/1994,1.85,82,aquatics,0,0,0,0,1994,22
10429,Thibaut Simon,FRA,male,12/18/1983,1.92,98,aquatics,0,0,0,0,1983,33
10430,Thibaut Vallette,FRA,male,1/18/1974,1.71,60,equestrian,1,0,0,1,1974,42
10431,Thierry Omeyer,FRA,male,11/2/1976,1.92,93,handball,0,1,0,1,1976,40
10432,Thijs Visser,ARU,male,10/19/1989,1.84,88,sailing,0,0,0,0,1989,27
10433,Thint Myaat,MYA,male,4/14/2002,1.6,52,aquatics,0,0,0,0,2002,14
10434,Thomas Baroukh,FRA,male,12/15/1987,1.83,70,rowing,0,0,1,1,1987,29
10435,Thomas Barr,IRL,male,7/24/1992,1.83,70,athletics,0,0,0,0,1992,24
10436,Thomas Barrows,USA,male,11/2/1987,1.86,82,sailing,0,0,0,0,1987,29
10437,Thomas Boudat,FRA,male,2/24/1994,1.75,69,cycling,0,0,0,0,1994,22
10438,Thomas Briceno,CHI,male,9/16/1993,1.86,90,judo,0,0,0,0,1993,23
10439,Thomas Briels,BEL,male,8/23/1987,1.72,71,hockey,0,1,0,1,1987,29
10440,Thomas Daley,GBR,male,5/21/1994,1.77,70,aquatics,0,0,1,1,1994,22
10441,Thomas Dunstan,USA,male,9/29/1997,1.94,96,aquatics,0,0,0,0,1997,19
10442,Thomas Fabbiano,ITA,male,5/26/1989,1.73,70,tennis,0,0,0,0,1989,27
10443,Thomas Fraser-Holmes,AUS,male,10/9/1991,1.94,85,aquatics,0,0,0,0,1991,25
10444,Thomas Hagelskjar,DEN,male,2/4/1995,1.87,81,football,0,0,0,0,1995,21
10445,Thomas Heurtel,FRA,male,4/10/1989,1.88,83,basketball,0,0,0,0,1989,27
10446,Thomas Jaeschke,USA,male,9/4/1993,1.98,84,volleyball,0,0,1,1,1993,23
10447,Thomas Jordier,FRA,male,8/12/1994,1.7,65,athletics,0,0,0,0,1994,22
10448,Thomas Mathis,AUT,male,4/25/1990,1.78,63,shooting,0,0,0,0,1990,26
10449,Thomas Murray,NZL,male,4/5/1994,1.89,87,rowing,0,0,0,0,1994,22
10450,Thomas Pieters,BEL,male,1/27/1992,1.96,85,golf,0,0,0,0,1992,24
10451,Thomas Ploessel,GER,male,4/29/1988,1.81,80,sailing,0,0,1,1,1988,28
10452,Thomas Rohler,GER,male,9/30/1991,1.92,92,athletics,1,0,0,1,1991,25
10453,Thomas Simart,FRA,male,10/9/1987,1.8,82,canoe,0,0,0,0,1987,29
10454,Thomas Springer,AUT,male,11/6/1984,1.84,70,triathlon,0,0,0,0,1984,32
10455,Thomas Zajac,AUT,male,9/22/1985,1.8,77,sailing,0,0,1,1,1985,31
10456,Thomas van der Plaetsen,BEL,male,12/24/1990,1.86,82,athletics,0,0,0,0,1990,26
10457,Thomaz Bellucci,BRA,male,12/30/1987,1.88,82,tennis,0,0,0,0,1987,29
10458,Thongchai Jaidee,THA,male,11/8/1969,1.7,63,golf,0,0,0,0,1969,47
10459,Thorbjorn Olesen,DEN,male,12/21/1989,1.77,70,golf,0,0,0,0,1989,27
10460,Thormodur Jonsson,ISL,male,3/2/1983,1.96,110,judo,0,0,0,0,1983,33
10461,Thulasi Tharumalingam,QAT,male,10/24/1992,1.78,84.5,boxing,0,0,0,0,1992,24
10462,Tia-Adana Belle,BAR,female,6/15/1996,1.78,59,athletics,0,0,0,0,1996,20
10463,Tia-Clair Toomey,AUS,female,7/22/1993,1.58,58,weightlifting,0,0,0,0,1993,23
10464,Tiago Apolonia,POR,male,7/28/1986,1.85,76,table tennis,0,0,0,0,1986,30
10465,Tiago Camilo,BRA,male,5/24/1982,1.8,90,judo,0,0,0,0,1982,34
10466,Tiago Ilori,POR,male,2/26/1993,1.9,80,football,0,0,0,0,1993,23
10467,Tiago Jorge Oliveira Ferreira,POR,male,12/7/1988,1.94,74,cycling,0,0,0,0,1988,28
10468,Tiago Silva,POR,male,6/2/1993,1.7,70,football,0,0,0,0,1993,23
10469,Tian Miao,CHN,female,1/18/1993,1.86,83,rowing,0,0,0,0,1993,23
10470,Tianna Bartoletta,USA,female,8/30/1985,1.68,58,athletics,2,0,0,2,1985,31
